identifier	slt	ink	demoted
1205.5935v1_EQ0347	0	1	no
1205.5935v1_EQ0348	0	0	no
1205.5935v1_EQ0353	0	3	no
1205.5935v1_EQ0354	0	3	no
1205.5935v1_EQ0355	0	11	no
1205.5935v1_EQ0360	0	9	no
1205.5935v1_EQ0361	0	11	no
1205.5935v1_EQ0362	0	8	no
1205.5935v1_EQ0363	0	0	no
1205.5935v1_EQ0364	0	0	no
1205.5935v1_EQ0367	0	0	no
1205.5935v1_EQ0374	0	3	no
1205.5935v1_EQ0377	0	1	no
1205.5935v1_EQ0378	0	0	no
1205.5935v1_EQ0385	0	1	no
1205.5935v1_EQ0386	0	12	no
1205.5935v1_EQ0392	0	4	no
1205.5935v1_EQ0398	0	2	no
1205.5935v1_EQ0400	0	0	no
1205.5935v1_EQ0401	0	1	no
1205.5935v1_EQ0402	0	0	no
1205.5935v1_EQ0403	0	9	no
1205.5935v1_EQ0404	0	3	no
1205.5935v1_EQ0405	0	0	no
1205.5935v1_EQ0406	0	0	no
1205.5935v1_EQ0408	0	4	no
1205.5935v1_EQ0409	0	8	no
1205.5935v1_EQ0410	0	7	no
1205.5935v1_EQ0412	0	0	no
1205.5935v1_EQ0413	0	2	no
1205.5935v1_EQ0414	0	1	no
1205.5935v1_EQ0415	0	8	no
1205.5935v1_EQ0416	0	2	no
1205.5935v1_EQ0417	0	8	no
1205.5935v1_EQ0420	0	26	no
1205.5935v1_EQ0423	0	12	no
1205.5935v1_EQ0424	0	3	no
1205.5935v1_EQ0426	0	12	no
1205.5935v1_EQ0428	0	2	no
1205.5935v1_EQ0432	0	26	no
1205.5935v1_EQ0433	0	1	no
1205.5935v1_EQ0438	0	26	no
1205.5935v1_EQ0439	0	5	no
1205.5935v1_EQ0440	0	2	no
1205.5935v1_EQ0442	0	22	no
1205.5935v1_EQ0443	0	12	no
1205.5935v1_EQ0444	0	2	no
1205.5935v1_EQ0446	0	6	no
1205.5935v1_EQ0457	0	4	no
1205.5935v1_EQ0459	0	8	no
1205.5935v1_EQ0461	0	28	no
1205.5935v1_EQ0465	0	1	no
1205.5935v1_EQ0467	0	4	no
1205.5935v1_EQ0468	0	2	no
1205.5935v1_EQ0470	0	0	no
1205.5935v1_EQ0471	0	5	no
1205.5935v1_EQ0472	0	2	no
1205.5935v1_EQ0474	0	4	no
1209.3845v2_EQ0001	0	1	no
1209.3845v2_EQ0008	0	0	no
1209.3845v2_EQ0009	0	1	no
1209.3845v2_EQ0010	0	8	no
1209.3845v2_EQ0011	0	2	no
1209.3845v2_EQ0013	0	1	no
1209.3845v2_EQ0015	0	1	no
1209.3845v2_EQ0016	0	11	no
1209.3845v2_EQ0018	0	9	no
1209.3845v2_EQ0019	0	3	no
1209.3845v2_EQ0022	0	1	no
1209.3845v2_EQ0023	0	3	no
1209.3845v2_EQ0024	0	1	no
1209.3845v2_EQ0025	0	1	no
1209.3845v2_EQ0028	0	0	no
1209.3845v2_EQ0029	0	0	no
1209.3845v2_EQ0032	0	2	no
1209.3845v2_EQ0033	0	2	no
1209.3845v2_EQ0034	0	0	no
1209.3845v2_EQ0036	0	0	no
1209.3845v2_EQ0037	0	1	no
1209.3845v2_EQ0038	0	1	no
1209.3845v2_EQ0039	0	19	no
1209.3845v2_EQ0040	0	2	no
1209.3845v2_EQ0041	0	0	no
1209.3845v2_EQ0042	0	0	no
1209.3845v2_EQ0044	0	1	no
1209.3845v2_EQ0045	0	1	no
1209.3845v2_EQ0050	0	0	no
1209.3845v2_EQ0053	0	3	no
1209.3845v2_EQ0054	0	1	no
1209.3845v2_EQ0058	0	4	no
1209.3845v2_EQ0059	0	5	no
1209.3845v2_EQ0060	0	10	no
1209.3845v2_EQ0061	0	4	no
1209.3845v2_EQ0062	0	13	no
1209.3845v2_EQ0063	0	19	no
1209.3845v2_EQ0064	0	11	no
1209.3845v2_EQ0065	0	5	no
1209.3845v2_EQ0066	0	0	no
1209.3845v2_EQ0067	0	3	no
1209.3845v2_EQ0068	0	2	no
1209.3845v2_EQ0069	0	1	no
1211.3375_EQ0001	0	2	no
1211.3375_EQ0002	0	7	no
1211.3375_EQ0004	0	1	no
1211.3375_EQ0006	0	1	no
1211.3375_EQ0007	0	0	no
1211.3375_EQ0008	0	2	no
1211.3375_EQ0009	0	1	no
1211.3375_EQ0013	0	1	no
1211.3375_EQ0014	0	7	no
1211.3375_EQ0021	0	6	no
1306.1660_EQ0002	0	15	no
1306.1660_EQ0003	0	1	no
1306.1660_EQ0004	0	5	no
1306.1660_EQ0005	0	0	no
1306.1660_EQ0008	0	0	no
1306.1660_EQ0014	0	4	no
1306.1660_EQ0017	0	5	no
1306.1660_EQ0027	0	1	no
1306.1660_EQ0029	0	7	no
1306.1660_EQ0031	0	3	no
1306.1660_EQ0033	0	2	no
1306.1660_EQ0035	0	2	no
1306.1660_EQ0037	0	4	no
1306.1660_EQ0045	0	8	no
1306.1660_EQ0052	0	3	no
1306.1660_EQ0053	0	2	no
1306.1660_EQ0054	0	2	no
1306.1660_EQ0057	0	0	no
1306.1660_EQ0059	0	12	no
1306.1660_EQ0060	0	17	no
1306.1660_EQ0062	0	3	no
1306.1660_EQ0065	0	18	no
1306.1660_EQ0066	0	7	no
1306.1660_EQ0069	0	7	no
1306.1660_EQ0075	0	4	no
1306.1660_EQ0079	0	9	no
1306.1660_EQ0080	0	9	no
1306.1660_EQ0081	0	3	no
1306.1660_EQ0082	0	6	no
1306.1660_EQ0085	0	14	no
1306.1660_EQ0088	0	5	no
1306.1660_EQ0090	0	7	no
1306.1660_EQ0091	0	20	no
1306.1660_EQ0104	0	5	no
1306.1660_EQ0106	0	5	no
1306.1660_EQ0111	0	4	no
1306.1660_EQ0114	0	5	no
1306.1660_EQ0116	0	11	no
1306.1660_EQ0117	0	6	no
1306.1660v1_EQ0002	0	15	no
1306.1660v1_EQ0003	0	1	no
1306.1660v1_EQ0004	0	5	no
1306.1660v1_EQ0005	0	0	no
1306.1660v1_EQ0008	0	0	no
1306.1660v1_EQ0014	0	4	no
1306.1660v1_EQ0017	0	5	no
1306.1660v1_EQ0027	0	1	no
1306.1660v1_EQ0029	0	7	no
1306.1660v1_EQ0031	0	3	no
1306.1660v1_EQ0033	0	2	no
1306.1660v1_EQ0035	0	2	no
1306.1660v1_EQ0037	0	4	no
1306.1660v1_EQ0045	0	8	no
1306.1660v1_EQ0052	0	3	no
1306.1660v1_EQ0053	0	2	no
1306.1660v1_EQ0054	0	2	no
1306.1660v1_EQ0057	0	0	no
1306.1660v1_EQ0059	0	12	no
1306.1660v1_EQ0060	0	17	no
1306.1660v1_EQ0062	0	3	no
1306.1660v1_EQ0065	0	18	no
1306.1660v1_EQ0066	0	7	no
1306.1660v1_EQ0069	0	7	no
1306.1660v1_EQ0075	0	4	no
1306.1660v1_EQ0079	0	7	no
1306.1660v1_EQ0080	0	9	no
1306.1660v1_EQ0081	0	3	no
1306.1660v1_EQ0082	0	6	no
1306.1660v1_EQ0085	0	14	no
1306.1660v1_EQ0088	0	5	no
1306.1660v1_EQ0090	0	7	no
1306.1660v1_EQ0091	0	20	no
1306.1660v1_EQ0104	0	5	no
1306.1660v1_EQ0106	0	5	no
1306.1660v1_EQ0111	0	4	no
1306.1660v1_EQ0114	0	5	no
1306.1660v1_EQ0116	0	11	no
1306.1660v1_EQ0117	0	6	no
1310.4843_EQ0004	0	10	no
1404.2443_EQ0003	0	3	no
1404.2443_EQ0005	0	32	no
1404.2443_EQ0007	0	22	no
1404.2443_EQ0008	0	0	no
1404.2443_EQ0011	0	3	no
1404.2443_EQ0013	0	1	no
1404.2443_EQ0014	0	1	no
1404.2443_EQ0015	0	1	no
1404.2443_EQ0016	0	2	no
1404.2443_EQ0018	0	0	no
1404.2443_EQ0020	0	6	no
1404.2443_EQ0021	0	5	no
1404.2443_EQ0024	0	25	no
1404.2443_EQ0026	0	0	no
1404.2443_EQ0028	0	37	no
1406.3411_EQ0001	0	1	no
1406.3411_EQ0002	0	0	no
1406.3411_EQ0003	0	8	no
1406.3411_EQ0004	0	4	no
1406.3411_EQ0005	0	4	no
1406.3411_EQ0007	0	1	no
1406.3411_EQ0009	0	7	no
1406.3411_EQ0010	0	34	no
1407.4737_EQ0002	0	2	no
1407.4737_EQ0011	0	4	no
1407.4737_EQ0012	0	5	no
1407.4737_EQ0013	0	0	no
1407.4737_EQ0018	0	4	no
1407.4737_EQ0028	0	12	no
1407.4737_EQ0029	0	12	no
1407.4737_EQ0030	0	12	no
1407.4737_EQ0036	0	16	no
1407.4737_EQ0037	0	13	no
1407.4737_EQ0040	0	3	no
1407.4737_EQ0041	0	1	no
1407.4737_EQ0043	0	14	no
1407.4737_EQ0045	0	15	no
1407.4737_EQ0046	0	9	no
1407.4737_EQ0051	0	0	no
1407.4737_EQ0053	0	1	no
1407.7814_EQ0001	0	6	no
1407.7814_EQ0003	0	7	no
1407.7814_EQ0004	0	0	no
1407.7814_EQ0007	0	0	no
1407.7814_EQ0011	0	0	no
1407.7814_EQ0014	0	0	no
1407.7814_EQ0015	0	1	no
1407.7814_EQ0016	0	0	no
1407.7814_EQ0017	0	2	no
1407.7814_EQ0021	0	0	no
1407.7814_EQ0022	0	0	no
1407.7814_EQ0023	0	0	no
1407.7814_EQ0025	0	0	no
1407.7814_EQ0027	0	0	no
1407.7814_EQ0028	0	2	no
1407.7814_EQ0029	0	4	no
1407.7814_EQ0031	0	0	no
1407.7814_EQ0032	0	2	no
1407.7814_EQ0033	0	0	no
1407.7814_EQ0034	0	11	no
1407.7814_EQ0035	0	4	no
1407.7814_EQ0036	0	3	no
1407.7814_EQ0037	0	4	no
1407.7814_EQ0039	0	0	no
1407.7814_EQ0040	0	2	no
1407.7814_EQ0041	0	0	no
1407.7814_EQ0042	0	0	no
1407.7814_EQ0043	0	0	no
1407.7814_EQ0045	0	1	no
1407.7814_EQ0047	0	0	no
1407.7814_EQ0048	0	7	no
1407.7814_EQ0049	0	6	no
1407.7814_EQ0050	0	0	no
1407.7814_EQ0051	0	0	no
1407.7814_EQ0052	0	2	no
1407.7814_EQ0053	0	1	no
1407.7814_EQ0054	0	0	no
1407.7814_EQ0055	0	0	no
1407.7814_EQ0056	0	0	no
1407.7814_EQ0057	0	0	no
1407.7814_EQ0058	0	4	no
1407.7814_EQ0059	0	32	no
1407.7814_EQ0061	0	0	no
1407.7814_EQ0062	0	0	no
1407.7814_EQ0063	0	9	no
1407.7814_EQ0065	0	1	no
1407.7814_EQ0066	0	0	no
1407.7814_EQ0067	0	0	no
1407.7814_EQ0068	0	2	no
1407.7814_EQ0069	0	0	no
1407.7814_EQ0070	0	0	no
1407.7814_EQ0072	0	0	no
1407.7814_EQ0073	0	1	no
1407.7814_EQ0075	0	6	no
1407.7814_EQ0077	0	6	no
1407.7814_EQ0078	0	0	no
1407.7814_EQ0079	0	0	no
1407.7814_EQ0080	0	3	no
1407.7814_EQ0081	0	0	no
1407.7814_EQ0082	0	4	no
1407.7814_EQ0083	0	8	no
1407.7814_EQ0084	0	7	no
1407.7814_EQ0086	0	2	no
1407.7814_EQ0087	0	9	no
1407.7814_EQ0088	0	13	no
1407.7814_EQ0089	0	0	no
1407.7814_EQ0090	0	5	no
1407.7814_EQ0092	0	18	no
1407.7814_EQ0094	0	12	no
1407.7814_EQ0095	0	6	no
1407.7814_EQ0096	0	12	no
1407.7814_EQ0098	0	0	no
1407.7814_EQ0099	0	2	no
1407.7814_EQ0100	0	1	no
1407.7814_EQ0101	0	1	no
1407.7814_EQ0103	0	3	no
1408.0838_EQ0004	0	6	no
1408.0838_EQ0007	0	6	no
1408.0838_EQ0009	0	4	no
1408.0838_EQ0011	0	243	no
1408.0838_EQ0013	0	13	no
1408.0838_EQ0017	0	14	no
1408.0838_EQ0018	0	14	no
1408.0838_EQ0026	0	43	no
1408.0838_EQ0029	0	9	no
1408.0838_EQ0031	0	13	no
1408.0838_EQ0032	0	14	no
1410.3916_EQ0001	0	0	no
1410.3916_EQ0005	0	0	no
1410.3916_EQ0009	0	1	no
1411.5002_EQ0001	0	0	no
1411.5002_EQ0002	0	1	no
1411.5002_EQ0003	0	0	no
1411.5002_EQ0007	0	0	no
1411.5002_EQ0010	0	1	no
1411.5002_EQ0011	0	0	no
1411.5002_EQ0012	0	1	no
1411.5002_EQ0013	0	0	no
1411.5002_EQ0014	0	0	no
1411.5002_EQ0023	0	2	no
1411.5002_EQ0024	0	3	no
1411.5002_EQ0025	0	3	no
1411.5002_EQ0026	0	0	no
1411.5002_EQ0027	0	5	no
1411.5002_EQ0028	0	7	no
1411.5002_EQ0030	0	0	no
1411.5002_EQ0031	0	1	no
1411.5002_EQ0032	0	1	no
1411.5002_EQ0035	0	4	no
1411.5002_EQ0037	0	2	no
1411.5002_EQ0038	0	1	no
1411.5002_EQ0040	0	0	no
1411.5002_EQ0042	0	2	no
1411.5002_EQ0044	0	1	no
1411.5002_EQ0045	0	2	no
1411.5002_EQ0048	0	0	no
1411.5002_EQ0058	0	0	no
1411.5002_EQ0060	0	0	no
1411.5002_EQ0061	0	6	no
1411.5002_EQ0062	0	0	no
1411.5002_EQ0063	0	1	no
1411.5002_EQ0064	0	4	no
1411.5002_EQ0067	0	6	no
1411.5002_EQ0071	0	7	no
1411.5002_EQ0074	0	9	no
1411.5002_EQ0077	0	15	no
1411.5002_EQ0078	0	2	no
1411.5002_EQ0080	0	0	no
1411.5002_EQ0081	0	1	no
1411.5002_EQ0083	0	2	no
1411.5002_EQ0084	0	2	no
1411.5002_EQ0085	0	0	no
1411.5002_EQ0088	0	0	no
1411.5002_EQ0090	0	1	no
1411.5002_EQ0091	0	5	no
1411.5002_EQ0092	0	0	no
1411.5002_EQ0094	0	0	no
1411.5002_EQ0095	0	6	no
1411.5002_EQ0096	0	6	no
1411.5002_EQ0097	0	13	no
1411.5002_EQ0102	0	0	no
1411.5002_EQ0103	0	5	no
1411.5002_EQ0105	0	4	no
1411.5002_EQ0111	0	0	no
1411.5002_EQ0114	0	10	no
1411.5002_EQ0115	0	0	no
1411.5002_EQ0116	0	1	no
1411.5002_EQ0117	0	0	no
1411.5002_EQ0118	0	5	no
1411.5002_EQ0119	0	0	no
1411.5002_EQ0120	0	8	no
1411.5002_EQ0121	0	2	no
1411.5002_EQ0126	0	1	no
1411.5002_EQ0127	0	0	no
1411.5002_EQ0128	0	0	no
1411.5002_EQ0130	0	0	no
1411.5002_EQ0131	0	18	no
1411.5002_EQ0132	0	2	no
1411.5002_EQ0136	0	0	no
1411.5002_EQ0137	0	0	no
1411.5002_EQ0142	0	0	no
1411.5002_EQ0143	0	4	no
1411.5002_EQ0145	0	10	no
1411.5002_EQ0146	0	0	no
1411.5002_EQ0148	0	25	no
1411.5002_EQ0149	0	0	no
1411.5002_EQ0150	0	1	no
1411.5002_EQ0151	0	2	no
1411.5002_EQ0152	0	8	no
1411.5002_EQ0155	0	0	no
1411.5002_EQ0157	0	1	no
1411.5002_EQ0162	0	0	no
1411.5002_EQ0165	0	4	no
1411.5002_EQ0168	0	0	no
1411.5002_EQ0169	0	0	no
1411.5002_EQ0172	0	5	no
1411.5002_EQ0181	0	0	no
1411.5002_EQ0183	0	0	no
1411.5002_EQ0186	0	2	no
1411.5002_EQ0198	0	2	no
1411.5002_EQ0200	0	2	no
1411.5002_EQ0203	0	6	no
1411.5002_EQ0206	0	0	no
1411.5002_EQ0207	0	0	no
1411.5002_EQ0217	0	11	no
1411.5002_EQ0218	0	5	no
1411.5002_EQ0220	0	5	no
1411.5002_EQ0221	0	1	no
1411.5002_EQ0238	0	7	no
1411.5002_EQ0250	0	4	no
1411.5002_EQ0251	0	5	no
1411.5002_EQ0253	0	15	no
1411.5002_EQ0254	0	3	no
1411.5002_EQ0260	0	7	no
1411.5002_EQ0262	0	4	no
1411.5002_EQ0263	0	11	no
1411.5002_EQ0268	0	6	no
1411.5002_EQ0269	0	8	no
1411.5002_EQ0270	0	1	no
1411.5002_EQ0271	0	3	no
1411.5002_EQ0273	0	16	no
1411.5002_EQ0274	0	8	no
1411.5002_EQ0282	0	14	no
1411.5002_EQ0283	0	6	no
1411.5002_EQ0285	0	9	no
1411.5002_EQ0286	0	13	no
1411.5002_EQ0287	0	6	no
1411.5002_EQ0288	0	5	no
1411.5002_EQ0289	0	1	no
1411.5002_EQ0290	0	5	no
1411.5002_EQ0291	0	14	no
1411.5002_EQ0293	0	0	no
1411.5002_EQ0295	0	2	no
1411.5002_EQ0303	0	0	no
1411.5002_EQ0305	0	2	no
1411.5002_EQ0312	0	0	no
1411.5002_EQ0313	0	2	no
1411.5002_EQ0314	0	38	no
1411.5002_EQ0315	0	6	no
1412.8390_EQ0002	0	2	no
1412.8390_EQ0003	0	0	no
1412.8390_EQ0004	0	0	no
1412.8390_EQ0005	0	3	no
1412.8390_EQ0008	0	0	no
1412.8390_EQ0009	0	3	no
1412.8390_EQ0011	0	7	no
1412.8390_EQ0012	0	0	no
1412.8390_EQ0013	0	0	no
1412.8390_EQ0014	0	0	no
1412.8390_EQ0017	0	1	no
1412.8390_EQ0018	0	0	no
1412.8390_EQ0019	0	1	no
1412.8390_EQ0023	0	3	no
1412.8390_EQ0028	0	7	no
1412.8390_EQ0029	0	20	no
1412.8390_EQ0031	0	19	no
1412.8390_EQ0038	0	2	no
1412.8390_EQ0039	0	1	no
1412.8390_EQ0040	0	3	no
1502.02973_EQ0003	0	1	no
1502.02973_EQ0005	0	0	no
1502.02973_EQ0006	0	1	no
1502.02973_EQ0007	0	1	no
1502.02973_EQ0008	0	6	no
1502.02973_EQ0010	0	5	no
1502.02973_EQ0012	0	4	no
1502.02973_EQ0013	0	0	no
1502.02973_EQ0014	0	0	no
1502.02973_EQ0015	0	3	no
1502.02973_EQ0021	0	5	no
1502.02973_EQ0026	0	10	no
1502.02973_EQ0032	0	1	no
1502.02973_EQ0035	0	6	no
1502.02973_EQ0036	0	0	no
1502.02973_EQ0037	0	2	no
1502.02973_EQ0038	0	1	no
1502.02973_EQ0039	0	2	no
1502.02973_EQ0040	0	1	no
1502.02973_EQ0041	0	11	no
1502.02973_EQ0043	0	6	no
1502.02973_EQ0044	0	9	no
1502.02973_EQ0045	0	5	no
1502.02973_EQ0046	0	13	no
1502.02973_EQ0047	0	14	no
1502.02973_EQ0052	0	6	no
1502.02973_EQ0053	0	40	no
1502.02973_EQ0060	0	6	no
1502.02973_EQ0061	0	4	no
1502.02973_EQ0062	0	21	no
1502.02973_EQ0063	0	1	no
1502.02973_EQ0068	0	1	no
1502.02973_EQ0071	0	8	no
1502.02973_EQ0073	0	2	no
1502.02973_EQ0074	0	13	no
1502.02973_EQ0075	0	27	no
1502.02973_EQ0082	0	5	no
1503.00301_EQ0002	0	9	no
1510.06699_EQ0001	0	1	no
1510.06699_EQ0002	0	3	no
1510.06699_EQ0004	0	1	no
1510.06699_EQ0009	0	0	no
1510.06699_EQ0010	0	6	no
1510.06699_EQ0012	0	4	no
1510.06699_EQ0013	0	0	no
1510.06699_EQ0014	0	1	no
1510.06699_EQ0015	0	4	no
1510.06699_EQ0019	0	18	no
1510.06699_EQ0020	0	1	no
1510.06699_EQ0028	0	7	no
1510.06699_EQ0038	0	1	no
1510.06699_EQ0054	0	3	no
1510.06699_EQ0055	0	1	no
1510.06699_EQ0056	0	0	no
1510.06699_EQ0057	0	5	no
1510.06699_EQ0058	0	8	no
1510.06699_EQ0059	0	8	no
1510.06699_EQ0063	0	7	no
1510.06699_EQ0066	0	2	no
1510.06699_EQ0073	0	7	no
1510.06699_EQ0074	0	15	no
1510.06699_EQ0075	0	0	no
1510.06699_EQ0078	0	0	no
1510.06699_EQ0081	0	5	no
1510.06699_EQ0085	0	8	no
1510.06699_EQ0086	0	8	no
1510.06699_EQ0087	0	4	no
1510.06699_EQ0090	0	4	no
1510.06699_EQ0091	0	7	no
1510.06699_EQ0095	0	0	no
1510.06699_EQ0096	0	1	no
1510.06699_EQ0097	0	9	no
1510.06699_EQ0098	0	5	no
1510.06699_EQ0105	0	8	no
1510.06699_EQ0114	0	6	no
1510.06699_EQ0115	0	1	no
1510.06699_EQ0120	0	11	no
1510.06699_EQ0123	0	9	no
1510.06699_EQ0124	0	12	no
1510.06699_EQ0126	0	24	no
1510.06699_EQ0137	0	17	no
1510.06699_EQ0141	0	79	no
1510.06699_EQ0152	0	0	no
1510.06699_EQ0153	0	11	no
1510.06699_EQ0154	0	8	no
1510.06699_EQ0155	0	17	no
1510.06699_EQ0158	0	15	no
1510.06699_EQ0159	0	3	no
1510.06699_EQ0161	0	3	no
1510.06699_EQ0162	0	10	no
1510.06699_EQ0167	0	14	no
1510.06699_EQ0176	0	24	no
1510.06699_EQ0177	0	0	no
1510.06699_EQ0182	0	14	no
1510.06699_EQ0183	0	9	no
1510.06699_EQ0189	0	8	no
1510.06699_EQ0190	0	9	no
1510.06699_EQ0192	0	7	no
1510.06699_EQ0195	0	2	no
1510.06699_EQ0196	0	4	no
1510.06699_EQ0201	0	12	no
1510.06699_EQ0203	0	2	no
1510.06699_EQ0205	0	28	no
1510.06699_EQ0207	0	29	no
1510.06699_EQ0209	0	7	no
1510.06699_EQ0210	0	24	no
1510.06699_EQ0213	0	123	no
1510.06699_EQ0214	0	25	no
1510.06699_EQ0215	0	3	no
1510.06699_EQ0216	0	6	no
1510.06699_EQ0217	0	14	no
1510.06699_EQ0218	0	24	no
1510.06699_EQ0219	0	2	no
1510.06699_EQ0220	0	51	no
1510.06699_EQ0221	0	7	no
1510.06699_EQ0222	0	26	no
1510.06699_EQ0223	0	60	no
1510.06699_EQ0224	0	3	no
1510.06699_EQ0229	0	43	no
1510.06699_EQ0233	0	12	no
1510.06699_EQ0235	0	5	no
1510.06699_EQ0239	0	6	no
1510.06699_EQ0244	0	0	no
1510.06699_EQ0245	0	0	no
1510.06699_EQ0246	0	0	no
1510.06699_EQ0247	0	0	no
1510.06699_EQ0251	0	2	no
1510.06699_EQ0252	0	0	no
1510.06699_EQ0253	0	3	no
1510.06699_EQ0257	0	2	no
1510.06699_EQ0260	0	0	no
1510.06699_EQ0261	0	8	no
1510.06699_EQ0262	0	1	no
1510.06699_EQ0263	0	8	no
1510.06699_EQ0264	0	4	no
1510.06699_EQ0265	0	31	no
1510.06699_EQ0273	0	2	no
1510.06699_EQ0274	0	0	no
1510.06699_EQ0275	0	12	no
1510.06699_EQ0279	0	0	no
1511.00652_EQ0001	0	3	no
1511.00652_EQ0002	0	1	no
1511.00652_EQ0004	0	31	no
1511.00652_EQ0005	0	5	no
1511.00652_EQ0006	0	8	no
1511.00652_EQ0014	0	0	no
1511.00652_EQ0016	0	19	no
1511.00652_EQ0019	0	15	no
1511.00652_EQ0020	0	20	no
1511.00652_EQ0023	0	2	no
1511.00652_EQ0025	0	9	no
1511.00652_EQ0028	0	0	no
1511.00652_EQ0030	0	5	no
1511.00652_EQ0032	0	19	no
1511.00652_EQ0033	0	0	no
1511.00652_EQ0036	0	61	no
1511.00652_EQ0041	0	0	no
1511.00652_EQ0042	0	4	no
1511.00652_EQ0043	0	11	no
1511.00652_EQ0045	0	5	no
1511.00652_EQ0062	0	2	no
1511.00652_EQ0067	0	4	no
1511.00652_EQ0068	0	4	no
1511.00652_EQ0069	0	5	no
1511.00652_EQ0075	0	0	no
1602.04650_EQ0004	0	0	no
1602.04650_EQ0005	0	3	no
1602.04650_EQ0006	0	11	no
1602.04650_EQ0007	0	1	no
1602.04650_EQ0008	0	0	no
1602.04650_EQ0009	0	0	no
1602.04650_EQ0010	0	0	no
1602.04650_EQ0013	0	0	no
1602.04650_EQ0014	0	0	no
1602.04650_EQ0019	0	1	no
1602.04650_EQ0020	0	0	no
1602.04650_EQ0022	0	10	no
1602.04650_EQ0024	0	235	no
1602.06844_EQ0004	0	12	no
1602.06844_EQ0009	0	1	no
1603.00260_EQ0001	0	2	no
1603.00260_EQ0002	0	2	no
1603.00260_EQ0003	0	2	no
1603.00260_EQ0006	0	0	no
1603.00260_EQ0007	0	2	no
1603.04246v2_EQ0001	0	1	no
1603.04246v2_EQ0002	0	11	no
1603.04246v2_EQ0005	0	1	no
1603.04246v2_EQ0007	0	6	no
1603.04246v2_EQ0008	0	2	no
1603.04246v2_EQ0009	0	3	no
1603.04246v2_EQ0010	0	3	no
1603.04246v2_EQ0011	0	9	no
1603.04246v2_EQ0012	0	2	no
1603.04246v2_EQ0013	0	6	no
1603.04246v2_EQ0014	0	2	no
1603.04246v2_EQ0015	0	5	no
1603.04246v2_EQ0016	0	3	no
1603.04246v2_EQ0021	0	1	no
1603.04246v2_EQ0025	0	5	no
1603.04246v2_EQ0026	0	1	no
1603.04246v2_EQ0027	0	0	no
1603.04246v2_EQ0028	0	0	no
1603.04246v2_EQ0030	0	18	no
1603.04246v2_EQ0031	0	5	no
1603.04246v2_EQ0032	0	8	no
1603.04246v2_EQ0033	0	0	no
1603.04246v2_EQ0035	0	3	no
1603.04246v2_EQ0036	0	4	no
1603.04246v2_EQ0037	0	3	no
1603.04246v2_EQ0038	0	0	no
1603.04246v2_EQ0040	0	1	no
1603.04246v2_EQ0041	0	5	no
1603.04246v2_EQ0042	0	5	no
1603.04246v2_EQ0043	0	5	no
1603.04246v2_EQ0045	0	5	no
1603.04246v2_EQ0046	0	56	no
1603.04246v2_EQ0048	0	0	no
1603.04246v2_EQ0049	0	2	no
1603.04246v2_EQ0050	0	0	no
1603.04246v2_EQ0051	0	25	no
1603.04246v2_EQ0053	0	8	no
1603.04246v2_EQ0054	0	2	no
1603.04246v2_EQ0059	0	3	no
1603.04246v2_EQ0060	0	10	no
1603.04246v2_EQ0064	0	9	no
1603.04246v2_EQ0065	0	7	no
1603.04246v2_EQ0067	0	7	no
1603.04246v2_EQ0068	0	0	no
1603.04246v2_EQ0069	0	1	no
1603.04246v2_EQ0070	0	5	no
1603.04246v2_EQ0071	0	9	no
1603.04246v2_EQ0072	0	12	no
1603.04246v2_EQ0073	0	118	no
1603.04246v2_EQ0074	0	19	no
1603.04246v2_EQ0075	0	0	no
1603.04246v2_EQ0076	0	30	no
1603.04246v2_EQ0077	0	0	no
1603.04246v2_EQ0079	0	10	no
1603.04246v2_EQ0080	0	25	no
1603.04246v2_EQ0082	0	10	no
1603.04246v2_EQ0083	0	18	no
1603.04246v2_EQ0084	0	0	no
1603.04246v2_EQ0085	0	9	no
1603.04246v2_EQ0089	0	25	no
1603.04246v2_EQ0090	0	0	no
1603.04246v2_EQ0091	0	15	no
1603.04246v2_EQ0094	0	22	no
1603.04246v2_EQ0095	0	8	no
1603.04246v2_EQ0096	0	6	no
1603.04246v2_EQ0098	0	7	no
1603.04246v2_EQ0099	0	4	no
1603.04246v2_EQ0100	0	2	no
1603.04246v2_EQ0101	0	4	no
1603.04246v2_EQ0102	0	0	no
1603.04246v2_EQ0103	0	6	no
1603.04246v2_EQ0104	0	16	no
1603.04246v2_EQ0105	0	27	no
1603.04246v2_EQ0109	0	4	no
1603.04246v2_EQ0110	0	2	no
1603.04246v2_EQ0111	0	8	no
1603.04246v2_EQ0112	0	5	no
1603.04246v2_EQ0113	0	3	no
1603.04246v2_EQ0114	0	6	no
1603.04246v2_EQ0115	0	13	no
1603.04246v2_EQ0118	0	0	no
1603.04246v2_EQ0119	0	0	no
1603.04246v2_EQ0120	0	8	no
1604.04795_EQ0004	0	1	no
