identifier	slt	ink	demoted
1205.5935v1_EQ0345	0	0	no
1205.5935v1_EQ0346	0	0	no
1205.5935v1_EQ0347	0	1	no
1205.5935v1_EQ0348	0	0	no
1205.5935v1_EQ0353	0	3	no
1205.5935v1_EQ0354	0	3	no
1205.5935v1_EQ0355	0	11	no
1205.5935v1_EQ0360	0	9	no
1205.5935v1_EQ0361	0	11	no
1205.5935v1_EQ0362	0	8	no
1205.5935v1_EQ0363	0	0	no
1205.5935v1_EQ0364	0	0	no
1205.5935v1_EQ0367	0	0	no
1205.5935v1_EQ0374	0	3	no
1205.5935v1_EQ0377	0	1	no
1205.5935v1_EQ0378	0	0	no
1205.5935v1_EQ0385	0	1	no
1205.5935v1_EQ0386	0	12	no
1205.5935v1_EQ0392	0	4	no
1205.5935v1_EQ0398	0	2	no
1205.5935v1_EQ0400	0	0	no
1205.5935v1_EQ0401	0	1	no
1205.5935v1_EQ0402	0	0	no
1205.5935v1_EQ0403	0	9	no
1205.5935v1_EQ0404	0	3	no
1205.5935v1_EQ0405	0	0	no
1205.5935v1_EQ0406	0	0	no
1205.5935v1_EQ0408	0	4	no
1205.5935v1_EQ0409	0	8	no
1205.5935v1_EQ0410	0	7	no
1205.5935v1_EQ0412	0	0	no
1205.5935v1_EQ0413	0	2	no
1205.5935v1_EQ0414	0	1	no
1205.5935v1_EQ0415	0	8	no
1205.5935v1_EQ0416	0	2	no
1205.5935v1_EQ0417	0	8	no
1205.5935v1_EQ0420	0	26	no
1205.5935v1_EQ0423	0	12	no
1205.5935v1_EQ0424	0	3	no
1205.5935v1_EQ0426	0	12	no
1205.5935v1_EQ0428	0	2	no
1205.5935v1_EQ0432	0	26	no
1205.5935v1_EQ0433	0	1	no
1205.5935v1_EQ0438	0	26	no
1205.5935v1_EQ0439	0	5	no
1205.5935v1_EQ0440	0	2	no
1205.5935v1_EQ0442	0	22	no
1205.5935v1_EQ0443	0	12	no
1205.5935v1_EQ0444	0	2	no
1205.5935v1_EQ0446	0	6	no
1205.5935v1_EQ0457	0	4	no
1205.5935v1_EQ0459	0	8	no
1205.5935v1_EQ0461	0	28	no
1205.5935v1_EQ0465	0	1	no
1205.5935v1_EQ0467	0	4	no
1205.5935v1_EQ0468	0	2	no
1205.5935v1_EQ0470	0	0	no
1205.5935v1_EQ0471	0	5	no
1205.5935v1_EQ0472	0	2	no
1205.5935v1_EQ0474	0	4	no
